,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,ocr_creator,ocr_timestamp,first_name,gender
6975,100581826,URN:NBN:no-nb_digibok_2021073048079,Sjøpapegøier,"Scott, Gabriel",oai:nb.bibsys.no:999919857376202202,edbe0fd72f5a8095f07615ef81582958,,[Kristiansand],2016,2016,Gabriel Scott selskabet,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,"Scott,",unknown
6976,100189222,URN:NBN:no-nb_digibok_2014020708019,Farmor har kabel-tv : roman,"Renberg , Tore",oai:nb.bibsys.no:990808819124702202,c4bc7f8d7ca167c395f6a6f8372f31d5,,Oslo,20080101,2008,Oktober,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Tore,male
6977,100034203,URN:NBN:no-nb_digibok_2008100700096,Om naturen : essay,"Lund , Thure Erik",oai:nb.bibsys.no:990005768244702202,e8eac657d189ebcee1bffb80ba8825c4,8210045229,Oslo,20000101,2000,Tiden,nob,Norske essay / naturfilosofi / norske / essay / natur,839.82,,Uklassifisert,digibok,nb,20060101,Thure,male
6978,100051198,URN:NBN:no-nb_digibok_2011080108032,Død manns zarzuela : en Jonatan Ruud thriller,"Hansen , Thore",oai:nb.bibsys.no:990613331234702202,ffb9136200a6492e7f2e4e9e86c48efb,8205364613,[Oslo],20060101,2006,Gyldendal,nob,norske / romaner / 2000-tallet / spenning,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Thore,male
6980,100087344,URN:NBN:no-nb_digibok_2012062606056,Skritt i mørke,"Haslund , Ebba",oai:nb.bibsys.no:998230980284702202,bc2894f70e4df8bdaa288f6bd6fb1838,8203107761,Oslo,19820101,1982,Aschehoug,nob,skjønnlitteratur/voksen / kriminalroman / manus,839.93,fiction,Skjønnlitteratur,digibok,nb,20060101,Ebba,female
6981,100606819,URN:NBN:no-nb_digibok_2021111748584,"Hvit engel, svart natt : kriminalroman","Mehlum, Jan",oai:nb.bibsys.no:999920016099502202,0a0b81166de80f428036c6bfce0f501f,,,2019,2019,Gyldendal,nob,"Jurister / Juristar / Foyn, Svend (fiktiv person)",839.8238,novel / tekst,Skjønnlitteratur,digibok,nb,20060101,"Mehlum,",unknown
6983,100392717,URN:NBN:no-nb_digibok_2019052007019,Forførende spill,"Angelsen , Trine",oai:nb.bibsys.no:991515836504702202,ca2ca4b36978abf110b6c8790f4f2c02,,[Oslo],20150101,2015,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Trine,female
6985,100596255,URN:NBN:no-nb_digibok_2022010707089,En ubuden gjest,"Simonsen, Kate Helen",oai:nb.bibsys.no:999919892378202202,7675a81e08dc98787a9d45fcb7fc599b,,,2017,2017,Bladkompaniet,nob,Bygder / Bygder,839.823,fiction / text,Skjønnlitteratur,digibok,nb,20060101,"Simonsen,",unknown
6986,100391965,URN:NBN:no-nb_digibok_2018103007275,[Tatertrilogien]. [1] : De som ser etter tegn,"Larsen , Britt Karin",oai:nb.bibsys.no:991406161604702202,7fd38e0bbbebdb69348747bdb0dd3b88,,[Oslo],20140101,2014,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Britt,female
6987,100400354,URN:NBN:no-nb_digibok_2020040248269,Petras siste ønske,"Strømsnes , Martine",oai:nb.bibsys.no:999919819200102202,2e2c669e44ead73232fbccbf8cd8ea7f,,[Oslo],20150101,2015,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Martine,female
6988,100131708,URN:NBN:no-nb_digibok_2013012406070,Ravn og due : Bodvars saga,"Henriksen , Vera",oai:nb.bibsys.no:999000011004702202,17790d351b3ce61cde412913585c4222,8203162045,Oslo,19890101,1989,Aschehoug,nob,roman,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Vera,female
6989,100016936,URN:NBN:no-nb_digibok_2010100809005,Den gylne ormen. 2. episode,"Røsholdt , Ole",oai:nb.bibsys.no:999701678304702202,65c73106533fc6ab6be015191ea16eff,,[Oslo],19960101,1996,"[Norsk rikskringkasting, Radioteatret]",nob,,839.822,fiction,Skjønnlitteratur,digibok,nb,20060101,Ole,male
6992,100276635,URN:NBN:no-nb_digibok_2016012105062,På feil klode? : dagbok 2004-2008,"Pollestad , Kjell Arild",oai:nb.bibsys.no:990824122604702202,99d31f6ef94c0b3500f48f4330c6d8f4,,[Oslo],20080101,2008,Cappelen Damm,nob,Biografier,839.828,biography / fiction,Skjønnlitteratur,digibok,nb,20060101,Kjell,male
6993,100412583,URN:NBN:no-nb_digibok_2020072907514,Mørke skyer,"Prøis , Christin Grilstad",oai:nb.bibsys.no:999919830996502202,c966b3de2cc32d6f89013b7ebe1972bb,,[Oslo],20160101,2016,Cappelen  Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Christin,female
6995,100120114,URN:NBN:no-nb_digibok_2012111206020,Internasjonalen : roman,"Kopperud , Gunnar",oai:nb.bibsys.no:990617190484702202,3cff01fdf00ec36f333a7d41948afaf0,8205358206,[Oslo],20060101,2006,Gyldendal,nob,norske / romaner / 2000-tallet,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Gunnar,male
7001,100332397,URN:NBN:no-nb_digibok_2017050948050,Diktsamlingen villroser. Del 1,"Stuldalen , Harald",oai:nb.bibsys.no:999901370234702202,941bbaecc15acc9644e0fa4ca2c1161b,8290002904,Lena,19980101,1998,Totens bokhandel,nob,,839.821,fiction,Skjønnlitteratur,digibok,nb,20060101,Harald,male
7004,100513324,URN:NBN:no-nb_digibok_2010080620010,Samlede verker. B. 10 : Landstrykere,"Hamsun , Knut",oai:nb.bibsys.no:999726515274702202,4a489835c03402f61f37bbce700f48f2,8205253331,,19970101,1997,Gyldendal,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Knut,male
7006,100548972,URN:NBN:no-nb_digibok_2011071808058,En ettermiddag om høsten : roman,"Kristensen , Mirjam",oai:nb.bibsys.no:990616497834702202,fd533f703054ffa61fab122d93522d7a,8249502671,Oslo,20060101,2006,Oktober,nob,norske / romaner / 2000-tallet,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Mirjam,female
7010,100417426,URN:NBN:no-nb_digibok_2020090207540,Jennys valg,"Lien , Merete",oai:nb.bibsys.no:999919855497502202,f58598a5db7ba834a717e6b3bc13061a,,[Oslo],20160101,2016,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Merete,female
7011,100415175,URN:NBN:no-nb_digibok_2020081707112,Den onde viljen,"Fossum , Karin",oai:nb.bibsys.no:999919843791602202,c5f860e97a9579b36e850b9eb0e5ea46,,[Oslo],20160101,2016,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Karin,female
7012,100179614,URN:NBN:no-nb_digibok_2013110405020,Jernbyrden I & II,"Scott , Gabriel",oai:nb.bibsys.no:990716852004702202,38c04f5c49ba3019cfd5a7c51700e709,,Lillesand,20070101,2007,Gabriel Scott selskabet,nob,norsk / litteratur / roman,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Gabriel,male
7015,100586594,URN:NBN:no-nb_digibok_2021021907560,Om hjertet,"Olsen, Inger Andrea",oai:nb.bibsys.no:999919880502402202,8269b295485d1d568dbec667161830f0,,Oslo,2017,2017,Lunde,nob,,839.823,poetry / text,Skjønnlitteratur,digibok,nb,20060101,"Olsen,",unknown
7016,100134978,URN:NBN:no-nb_digibok_2013022205131,En merkelig affære,"Semland , Turid",oai:nb.bibsys.no:991016139544702202,da1a17ceac2cea99aac1962bb0caa3fc,,[Oslo],20100101,2010,Kolofon,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Turid,female
7018,100195972,URN:NBN:no-nb_digibok_2009061800054,Hjemkomsten,"Angell-Jacobsen , Rune",oai:nb.bibsys.no:990310831964702202,c866b7371d214dabf55d29f7d608afc7,8250948998,Oslo,20030101,2003,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Rune,male
7019,100602578,URN:NBN:no-nb_digibok_2021102748198,Lavlandet : roman,"Sæther, Wera",oai:nb.bibsys.no:999919961080402202,39dee2696abb28b3449776e02eec2980,,,2018,2018,Cappelen Damm,nob,Reiser / Reiser,839.82374,novel / text,Skjønnlitteratur,digibok,nb,20060101,"Sæther,",unknown
7020,100542816,URN:NBN:no-nb_digibok_2011062108034,Bringsværds beste,"Bringsværd , Tor Åge",oai:nb.bibsys.no:990701854764702202,bf6ac520054dcfc6863e4eeb3af96fe4,,[Oslo],20070101,2007,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Tor,male
7022,100398352,URN:NBN:no-nb_digibok_2020012207082,Hugget i stein : kriminalroman,"Krogh , Christen",oai:nb.bibsys.no:991512802074702202,f1cad2d9994883ead3a2b027a6af47f7,,Oslo,20150101,2015,Juritzen,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Christen,male
7025,100555034,URN:NBN:no-nb_digibok_2011112805072,Simens stormer : roman,"Lønn , Øystein",oai:nb.bibsys.no:990416062484702202,91c7654b87e24cd90868963593cc8960,8205325251,[Oslo],20040101,2004,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Øystein,male
7026,100373716,URN:NBN:no-nb_digibok_2018051448601,"Hei, det er meg! : ikke la meg bli alene igjen her- ; (PS: Alt jeg nå skal fortelle deg, er 110 % sant!!!)","Grøntvedt , Nina Elisabeth",oai:nb.bibsys.no:991515496994702202,41a5070618473a8fa3bb3117d49ce171,,Oslo,20150101,2015,Aschehoug,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Nina,female
7027,100132711,URN:NBN:no-nb_digibok_2013012506098,Lengsel,"Angelsen , Trine",oai:nb.bibsys.no:990828585274702202,3a4ed41aa6661e634a58188fd610b709,,[Oslo],20080101,2008,Schibsted,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Trine,female
7028,100157354,URN:NBN:no-nb_digibok_2013071508144,Den umulige friheten : Henrik Ibsen og moderniteten,"Rønning , Helge",oai:nb.bibsys.no:990707326124702202,a92094ebd1762e146e3bbc933d75415d,,[Oslo],20070101,2007,Gyldendal,nob,Norsk litteratur / Modernitet / modernitet / litteratur / norge,839.822,,Faglitteratur,digibok,nb,20060101,Helge,male
7029,100176040,URN:NBN:no-nb_digibok_2013102906065,Svart katt i veien,"Ottersen , Olav",oai:nb.bibsys.no:990009392184702202,3198338c7b2d1339f17aa8c40cfe9a5a,8250943325,Oslo,20000101,2000,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Olav,male
7030,100477448,URN:NBN:no-nb_digibok_2009011204029,Storm og stille,"Torkildsen , Tor",oai:nb.bibsys.no:990007464794702202,c1e352c27e720e81552f74bff2d7508f,8250943015,Oslo,20000101,2000,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Tor,male
7031,100297748,URN:NBN:no-nb_digibok_2016060908091,For at vi skulle kjenne deg,"Borgen , Brett",oai:nb.bibsys.no:998321159404702202,4ed6908e3f0e8ed41e0554c1e4fac6fa,,Oslo,19820101,1982,Eget forl.,nob,, 839.91,fiction,Skjønnlitteratur,digibok,nb,20060101,Brett,male
7032,100140494,URN:NBN:no-nb_digibok_2008090300132,Djevelen holder lyset : kriminalroman,"Fossum , Karin",oai:nb.bibsys.no:999913639814702202,005d810864466499fd4aeb30eacbdd10,8202188121,[Oslo],19990101,1999,Cappelen,nob,skjønnlitteratur / kriminalroman,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Karin,female
7033,100560913,URN:NBN:no-nb_digibok_2009062400064,Nattsøsteren,"Lindell , Unni",oai:nb.bibsys.no:990310293534702202,0d5af4cbd39d0bd2d9ce8e2a242fdfcd,8203186521,Oslo,20030101,2003,Aschehoug,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Unni,female
7034,100200129,URN:NBN:no-nb_digibok_2014042208067,Bodvars saga. I : Odins ravner,"Henriksen , Vera",oai:nb.bibsys.no:990222014244702202,60aa7e7414fce10d30c63aeafcc4c235,8252547826,[Oslo],20020101,2002,Den norske bokklubben,nob,,839.82 / 839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Vera,female
7035,100173255,URN:NBN:no-nb_digibok_2009060300025,Rallare,"Mysen , Jane",oai:nb.bibsys.no:990307142224702202,b1cf0377c253d38ad502333a625cfe61,8202230055,[Oslo],20030101,2003,Cappelen,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Jane,female
7038,100347152,URN:NBN:no-nb_digibok_2017092148093,Tre dager i mai,"Galåsen , Gustav M. (Gustav Martinsen)",oai:nb.bibsys.no:998222556854702202,4904e3f8157061a52cb61eca597a4a92,8272980398,Oslo,19820101,1982,Ernst Poleszynski,nob,, 839.93,fiction,Skjønnlitteratur,digibok,nb,20060101,Gustav,male
7039,100066298,URN:NBN:no-nb_digibok_2007121104068,Den sjette dag : drama,"Gjelsvik , Erling T.",oai:nb.bibsys.no:999417401534702202,87e354af50ecdd406de878d137fc0283,8251404479,Bergen,19940101,1994,Eide : I samarbeid med Den nationale scene,nob,skjønnlitteratur/voksen / skuespill,839.822,fiction,Skjønnlitteratur,digibok,nb,20060101,Erling,male
7046,100410628,URN:NBN:no-nb_digibok_2020070848601,Ingvild og loftets hemmelighet,"Sørlie , Rune",oai:nb.bibsys.no:999919928270202202,fa47b17d3ae312bf8c4c8202b6510314,,[Larvik],20180101,2018,Liv forl.,nob,,839.8238,novel / text,Skjønnlitteratur,digibok,nb,20060101,Rune,male
7051,100169039,URN:NBN:no-nb_digibok_2013082808147,"Mesterverket : Johan Falkbergets ""Nattens brød""","Grue , Eiliv",oai:nb.bibsys.no:991224634804702202,c80fe192b3aa0f562008f036dd3c1fec,,[Oslo],20120101,2012,Vidarforl.,nob,Romaner / Norsk litteratur / norsk / litteratur,839.823 / 839.828 / 839.828,,Faglitteratur,digibok,nb,20060101,Eiliv,female
7052,100339983,URN:NBN:no-nb_digibok_2017070507080,Syk Kjærlihet,"Jæger , Hans",oai:nb.bibsys.no:998920699294702202,31f82ebf8c396e16996290411661247d,8253014597,,19890101,1989,Pax,nob,Litteratur / erotikk / bohemliv / skjønnlitteratur / kjønnsliv / fortellinger / Roman,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Hans,male
7053,100149758,URN:NBN:no-nb_digibok_2013061308147,Dialoger fra et krater,"Wiksaas , Hilmari",oai:nb.bibsys.no:991015479864702202,bdfd51f8166a0d2923929e802091fc08,,[Nord-Arnøy],20100101,2010,[H. Wiksaas],nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Hilmari,unknown
7058,100547958,URN:NBN:no-nb_digibok_2011071108108,Fortidens synder,"Årnes , Sverre",oai:nb.bibsys.no:990407904444702202,8a5563eb7626ed90e13b854bc6d2565e,8250950585,Oslo,20040101,2004,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Sverre,male
7059,100413889,URN:NBN:no-nb_digibok_2020072148083,"Det er forbanna dumt å undervurdere folk, særlig unge kvinner","Willadsen , Ellen",oai:nb.bibsys.no:999919909201502202,e7dd4529151728b082762bcdccafa190,,[Oslo],20170101,2017,Ebokforl.,nob,,839.8238,novel,Skjønnlitteratur,digibok,nb,20060101,Ellen,female
7060,100139972,URN:NBN:no-nb_digibok_2013032106051,Vi dør så sakte,"Eliassen , Ruben",oai:nb.bibsys.no:990924243414702202,bd211052b4cf7dc557d61d5b5dc3fd3d,,Oslo,20100101,2010,Kagge,nob,krim / norske / romaner / 2010-tallet / spenning,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Ruben,male
7063,100438755,URN:NBN:no-nb_digibok_2021030948620,Finnegutten : roman,"Solli , Marianne",oai:nb.bibsys.no:990937346544702202,0abaf4137be5faeb3c3e70d9dd798bdb,,Alta,20090101,2009,Nordnorsk forl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Marianne,female
7064,100546217,URN:NBN:no-nb_digibok_2011063008175,Det blåser på Heia : folkelivsskildringer fra vekkelsene på Vegårshei i 1870-80 årene,"Hilleren , Per",oai:nb.bibsys.no:990601695834702202,e68ba2d4a5a665f8e5a9d6370eeb76ca,8299722802,Vegårshei,20050101,2005,Til tjeneste forl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Per,male
7065,100473120,URN:NBN:no-nb_digibok_2010050403077,Sandeltre og honning : roman,"Heimvik , Abena",oai:nb.bibsys.no:999824039334702202,9f8428a4d30bdc86a34193b9974b2c64,8250940067,Oslo,19980101,1998,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Abena,unknown
7067,100578609,URN:NBN:no-nb_digibok_2010021803059,Synnøve Solbakken,"Bjørnson , Bjørnstjerne",oai:nb.bibsys.no:998221808984702202,e118b161adeb0a989fcd2b297aac16e2,8205138591,Oslo,19820101,1982,Gyldendal,nob,, 839.93,fiction,Skjønnlitteratur,digibok,nb,20060101,Bjørnstjerne,unknown
7068,100370075,URN:NBN:no-nb_digibok_2018041748236,Dødsmasker/livsskisser : jegets figurer i Henrik Wergelands Hassel-Nødder,"Jacobsen , Yngve Sandhei",oai:nb.bibsys.no:990901742324702202,ff3e4d75a522b8dd7d85fc5451262398,,Trondheim,20080101,2008,Tapir akademisk forl.,nob,norsk / litteratur / wergeland / verkanalyse,839.828 / 839.82092,,Faglitteratur,digibok,nb,20060101,Yngve,male
7069,100120851,URN:NBN:no-nb_digibok_2012111305038,Svendsens catering : roman,"Andreassen , Kyrre",oai:nb.bibsys.no:990613478094702202,f8513d89b0d8344644baf15b8c649846,8205313474,[Oslo],20060101,2006,Gyldendal,nob,norsk / skjønnlitteratur / romanar / 2000-talet / catering / mannsrollen / samlivsproblemer,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Kyrre,male
7070,100390023,URN:NBN:no-nb_digibok_2018101007084,Den barmhjertige terroristen : kriminalroman,"Ekeberg , Jan Ove",oai:nb.bibsys.no:991442954824702202,43e29bd60ed9407124ff6f129078ef30,,[Oslo],20150101,2015,Gyldendal,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Jan,male
7071,100116307,URN:NBN:no-nb_digibok_2012101808011,Rød måne,"Knudtsen , Ingar",oai:nb.bibsys.no:998920274794702202,26118d956aad8761ef51142c7d2a6eb1,8250921798,Oslo,19890101,1989,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Ingar,male
7072,100405507,URN:NBN:no-nb_digibok_2020042248514,Har dere sett oss?,"Blad , Hans Petter",oai:nb.bibsys.no:999919836301402202,7df4aad177f8354a5de597c5f733a85d,,Oslo,20120101,2012,Flamme forl.,nob,,839.828,biography / essay,Faglitteratur,digibok,nb,20060101,Hans,male
7073,100240894,URN:NBN:no-nb_digibok_2015012708203,Liljene. 1 : Mens verden brenner,"Pedersen , Bente",oai:nb.bibsys.no:990012793604702202,fa7b029edc2db878379bc17c1e46fdc8,8250943848,Oslo,20000101,2000,Bladkompaniet,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Bente,female
7077,100411685,URN:NBN:no-nb_digibok_2020072048048,Det andre barnet : roman,"Nyborg , Line Merethe",oai:nb.bibsys.no:999919888702902202,366cea5fb993f655421e17a487cf8590,,,20170101,2017,Cappelen Damm,nob,Stebarn / Stebarn / Ekteskap og parforhold / Ekteskap og parforhold / norsk skjønnlitteratur,839.823,novel / text,Skjønnlitteratur,digibok,nb,20060101,Line,female
7078,100028685,URN:NBN:no-nb_digibok_2008071700113,Håpets kronologi : roman,"Jensen , Tron",oai:nb.bibsys.no:999618981004702202,94329f9ce60ad5844968440510fd34a9,8210041339,[Oslo],19960101,1996,Tiden,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Tron,male
7079,100232968,URN:NBN:no-nb_digibok_2014102708110,Avskjed,"Hegstad , Inger Harriet",oai:nb.bibsys.no:990926288184702202,c7c6537bd3c11ee2939eb6cb8a8637f3,,[Oslo],20090101,2009,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Inger,female
7080,100197750,URN:NBN:no-nb_digibok_2014031705081,Avskjed,"Stensrud , Eva J.",oai:nb.bibsys.no:990908669674702202,b39a3c8d41292b0c23ef111b0d658549,,[Oslo],20090101,2009,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Eva,female
7082,100242680,URN:NBN:no-nb_digibok_2015021108124,Komplottet,"Angell-Jacobsen , Rune",oai:nb.bibsys.no:991313429674702202,d0962348247d27b8b31fe9160230f1ad,,Oslo,20120101,2012,Aller,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Rune,male
7083,100579530,URN:NBN:no-nb_digibok_2011031820003,25. september-plassen : roman,"Solstad , Dag",oai:nb.bibsys.no:990712391114702202,929a0b4fe396ef0ebbc7974121b6c848,,Oslo,20070101,2007,Oktober,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Dag,male
7086,100409475,URN:NBN:no-nb_digibok_2020070248622,Testamentet : mysteriet Christiane Stewart : spenningsroman,"Nymoen , Jan Ragnar",oai:nb.bibsys.no:999919933380702202,3ceb753922478db2d9b9fb2b26a3518d,,Kongsberg,20170101,2017,Araltes forl.,nob,"Vikinger / Vikingar / Slektsforskning / Slektsforsking / Moddy, Malte (fiktiv person)",839.8238,novel / text,Skjønnlitteratur,digibok,nb,20060101,Jan,male
7087,100034266,URN:NBN:no-nb_digibok_2008102704124,Harpunen i hjertet,"Borge , Per Erik",oai:nb.bibsys.no:990012533524702202,32c88c1eac50280747c4d328e62f772a,8203183603,Oslo,20000101,2000,Aschehoug,nob,,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Per,male
7088,100419149,URN:NBN:no-nb_digibok_2020082807535,Direktøren,"Holt , Katharina",oai:nb.bibsys.no:999919863400102202,f4eb2c15a03343d04a0b3b4c975bce44,,[Larvik],20160101,2016,Lyst forl.,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Katharina,female
7091,100214802,URN:NBN:no-nb_digibok_2014070206024,Løvehjerte : roman,"Steen , Thorvald",oai:nb.bibsys.no:991127451644702202,c2e1f0aa7fa8c46e3ab26cd7866f00c5,,Oslo,20110101,2011,Oktober,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Thorvald,male
7093,100243325,URN:NBN:no-nb_digibok_2015030308023,Prost Gotvins geometri,"Nygårdshaug , Gert",oai:nb.bibsys.no:990929710754702202,36ff20e03107e549161111ce2a68a79e,,[Oslo],20090101,2009,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Gert,male
7094,100137539,URN:NBN:no-nb_digibok_2013013008063,Fløyelsnetter,"Eriksen , Synnøve",oai:nb.bibsys.no:991200922714702202,1317eaa3938fd383358abfa977ca9b7d,,[Oslo],20120101,2012,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Synnøve,female
7096,100126054,URN:NBN:no-nb_digibok_2012120508141,Den døde i Barentsburg,"Kristensen , Monica",oai:nb.bibsys.no:991216489314702202,3f46311356ffdd623eaf8b2acdfc4081,,Oslo,20120101,2012,Press,nob,romaner / spitsbergen / svalbard / barentsburg,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Monica,female
7099,100155521,URN:NBN:no-nb_digibok_2013071208168,Du kan da ikke bare gå - : roman,"Johansen , Margaret",oai:nb.bibsys.no:998521886094702202,11b2c24ac2cc79ec355b09b47b732402,8210027654,[Oslo],19850101,1985,Tiden,nob,wife / abuse / kvinnemishandling,839.823,fiction,Skjønnlitteratur,digibok,nb,20060101,Margaret,female
7100,100417173,URN:NBN:no-nb_digibok_2020082807554,Gamle skygger,"Øvergård , Annikki",oai:nb.bibsys.no:999919857379902202,055495199a3d7b50c36502e3d31b32f3,,[Oslo],20160101,2016,Cappelen Damm,nob,,839.823,novel,Skjønnlitteratur,digibok,nb,20060101,Annikki,female
